Year;Day;Date;Number_1;Number_2;Number_3;Number_4;Number_5;Bonus_Ball;Jackpot;Outcome
2022;Friday;23 December 2022;3;12;13;18;46;1;R40,634,676.40;Roll
2022;Tuesday;20 December 2022;4;9;19;24;29;2;R34,951,913.46;Roll
2022;Friday;16 December 2022;26;28;36;43;48;11;R29,755,514.74;Roll
2022;Tuesday;13 December 2022;16;23;36;43;46;17;R24,894,491.24;Roll
2022;Friday;9 December 2022;2;9;17;45;48;14;R20,315,849.76;Roll
2022;Tuesday;6 December 2022;1;9;10;47;50;11;R15,408,445.34;Roll
2022;Friday;2 December 2022;12;14;28;31;34;5;R10,660,355.72;Roll
2022;Tuesday;29 November 2022;4;6;8;33;38;5;R4,980,292.53;Roll
2022;Friday;25 November 2022;7;16;26;34;40;11;R135,000,000;Won
2022;Tuesday;22 November 2022;5;18;21;37;38;19;R122,706,888.17;Roll
2022;Friday;18 November 2022;13;24;29;47;50;5;R115,592,446.47;Roll
2022;Tuesday;15 November 2022;5;7;16;36;41;2;R107,759,896.80;Roll
2022;Friday;11 November 2022;1;28;34;35;39;18;R100,000,000;Roll
2022;Tuesday;8 November 2022;7;8;9;10;17;17;R91,451,105.87;Roll
2022;Friday;4 November 2022;1;8;29;35;40;15;R84,557,642.80;Roll
2022;Tuesday;1 November 2022;3;6;22;29;47;19;R76,982,121.29;Roll
2022;Friday;28 October 2022;15;25;30;32;40;9;R70,000,000;Roll
2022;Tuesday;25 October 2022;20;23;27;39;46;6;R62,858,256.25;Roll
2022;Friday;21 October 2022;16;18;26;35;41;3;R56,948,028.59;Roll
2022;Tuesday;18 October 2022;6;7;14;29;48;13;R51,064,753.59;Roll
2022;Friday;14 October 2022;6;17;22;33;37;2;R45,848,465.32;Roll
2022;Tuesday;11 October 2022;2;12;25;29;34;16;R40,019,870.41;Roll
2022;Friday;7 October 2022;3;12;16;33;45;15;R34,986,600.82;Roll
2022;Tuesday;4 October 2022;23;24;27;38;41;2;R29,398,963.22;Roll
2022;Friday;30 September 2022;7;27;29;35;50;3;R24,142,308.34;Roll
2022;Tuesday;27 September 2022;4;32;39;40;46;6;R18,602,216.86;Roll
2022;Friday;23 September 2022;9;25;42;46;47;16;R13,769,240.20;Roll
2022;Tuesday;20 September 2022;13;16;23;45;47;17;R8,843,780.39;Roll
2022;Friday;16 September 2022;7;16;27;28;29;17;R4,747,983.06;Roll
2022;Tuesday;13 September 2022;1;10;11;20;33;11;R19,130,785.60;Won
2022;Friday;9 September 2022;9;14;22;35;47;4;R15,490,724.39;Roll
2022;Tuesday;6 September 2022;2;8;26;31;34;5;R10,333,742.66;Roll
2022;Friday;2 September 2022;1;12;18;20;41;5;R5,499,674.21;Roll
2022;Tuesday;30 August 2022;1;7;10;27;35;17;R63,184,853.10;Won
2022;Friday;26 August 2022;3;11;17;23;45;15;R57,198,509.75;Roll
2022;Tuesday;23 August 2022;10;11;17;29;40;15;R50,793,366.45;Roll
2022;Friday;19 August 2022;23;36;39;40;43;3;R45,830,308.70;Roll
2022;Tuesday;16 August 2022;21;33;40;42;48;2;R40,651,918.55;Roll
2022;Friday;12 August 2022;24;30;38;39;44;16;R35,728,951.13;Roll
2022;Tuesday;9 August 2022;6;26;39;42;43;1;R30,468,504.28;Roll
2022;Friday;5 August 2022;16;18;21;32;44;18;R26,090,163.08;Roll
2022;Tuesday;2 August 2022;13;14;20;43;45;1;R20,844,335.70;Roll
2022;Friday;29 July 2022;7;14;28;32;36;8;R15,396,097.45;Roll
2022;Tuesday;26 July 2022;4;6;9;41;50;13;R9,866,068.15;Roll
2022;Friday;22 July 2022;5;18;19;20;48;1;R5,129,551.94;Roll
2022;Tuesday;19 July 2022;14;18;29;46;47;16;R99,983,308.10;Won
2022;Friday;15 July 2022;3;9;36;44;50;16;R92,523,343.43;Roll
2022;Tuesday;12 July 2022;1;17;21;47;48;15;R84,443,129.56;Roll
2022;Friday;8 July 2022;4;9;19;21;37;15;R78,410,169.51;Roll
2022;Tuesday;5 July 2022;13;14;16;18;31;19;R71,441,573.49;Roll
2022;Friday;1 July 2022;6;8;13;21;28;1;R65,132,535.44;Roll
2022;Tuesday;28 June 2022;9;12;28;29;50;13;R58,557,859.13;Roll
2022;Friday;24 June 2022;4;13;25;38;44;13;R53,012,952.77;Roll
2022;Tuesday;21 June 2022;2;6;18;40;50;16;R47,203,134.97;Roll
2022;Friday;17 June 2022;4;22;32;46;48;16;R41,987,732.24;Roll
2022;Tuesday;14 June 2022;5;23;26;46;48;16;R36,470,128.65;Roll
2022;Friday;10 June 2022;12;25;26;27;49;13;R31,396,177.01;Roll
2022;Tuesday;7 June 2022;4;7;35;41;46;4;R25,763,696.16;Roll
2022;Friday;3 June 2022;12;17;20;21;33;6;R20,648,399.15;Roll
2022;Tuesday;31 May 2022;1;5;17;24;33;13;R14,937,736.19;Roll
2022;Friday;27 May 2022;7;24;26;27;50;18;R10,104,851.62;Roll
2022;Tuesday;24 May 2022;7;16;21;22;32;12;R4,304,985.40;Roll
2022;Friday;20 May 2022;2;14;19;24;39;9;R126,589,752.05;Won
2022;Tuesday;17 May 2022;15;24;32;35;46;11;R117,579,663.60;Roll
2022;Friday;13 May 2022;9;14;15;35;49;13;R110,000,000;Roll
2022;Tuesday;10 May 2022;22;38;42;48;49;16;R99,363,761;Roll
2022;Friday;6 May 2022;4;14;30;34;38;14;R91,351,326.84;Roll
2022;Tuesday;3 May 2022;24;26;35;39;44;20;R83,556,380.50;Roll
2022;Friday;29 April 2022;5;10;25;34;50;16;R77,252,044.29;Roll
2022;Tuesday;26 April 2022;2;20;38;43;46;9;R70,629,353.63;Roll
2022;Friday;22 April 2022;13;20;30;38;42;9;R64,397,886.86;Roll
2022;Tuesday;19 April 2022;12;25;26;28;43;8;R58,338,201.34;Roll
2022;Friday;15 April 2022;4;10;12;35;39;4;R53,792,127.49;Roll
2022;Tuesday;12 April 2022;11;15;28;34;42;5;R48,679,519.35;Roll
2022;Friday;8 April 2022;7;12;13;16;38;16;R43,094,375.54;Roll
2022;Tuesday;5 April 2022;18;36;38;42;50;17;R34,431,996.48;Roll
2022;Friday;1 April 2022;11;17;21;37;47;7;R26,979,077.50;Roll
2022;Tuesday;29 March 2022;1;20;35;42;46;2;R19,335,687.72;Roll
2022;Friday;25 March 2022;15;28;32;43;50;17;R12,540,393.08;Roll
2022;Tuesday;22 March 2022;20;30;35;43;48;19;R5,007,928.31;Roll
2022;Friday;18 March 2022;3;12;15;19;22;8;R13,040,152.40;Won
2022;Tuesday;15 March 2022;19;24;37;38;41;16;R6,098,926.93;Roll
2022;Friday;11 March 2022;5;11;24;37;47;2;R55,000,000;Won
2022;Tuesday;8 March 2022;8;14;21;40;43;5;R44,595,202.91;Roll
2022;Friday;4 March 2022;9;17;33;46;49;5;R38,022,528.97;Roll
2022;Tuesday;1 March 2022;4;15;26;38;39;19;R30,056,167.20;Roll
2022;Friday;25 February 2022;6;12;26;40;45;1;R23,312,843.69;Roll
2022;Tuesday;22 February 2022;18;29;31;32;49;1;R16,487,413.40;Roll
2022;Friday;18 February 2022;2;15;31;47;48;15;R11,243,879.93;Roll
2022;Tuesday;15 February 2022;2;9;26;27;32;17;R5,466,775.75;Roll
2022;Friday;11 February 2022;9;18;34;36;49;12;R167,332,410;Won
2022;Tuesday;8 February 2022;1;4;14;39;49;13;R154,870,226.64;Roll
2022;Friday;4 February 2022;2;10;11;23;24;11;R144,046,180.20;Roll
2022;Tuesday;1 February 2022;31;33;37;40;43;1;R132,461,670.26;Roll
2022;Friday;28 January 2022;1;12;21;26;48;18;R122,107,351.09;Roll
2022;Tuesday;25 January 2022;3;11;29;32;36;8;R111,584,518.82;Roll
2022;Friday;21 January 2022;10;14;19;34;37;12;R102,983,618.42;Roll
2022;Tuesday;18 January 2022;9;36;44;45;46;16;R94,528,186.99;Roll
2022;Friday;14 January 2022;12;22;26;29;49;20;R87,228,928.51;Roll
2022;Tuesday;11 January 2022;20;23;27;38;45;17;R80,095,987.94;Roll
2022;Friday;7 January 2022;10;12;37;42;43;2;R73,912,543.73;Roll
2022;Tuesday;4 January 2022;3;19;38;45;46;19;R67,237,959.17;Roll
2021;Friday;31 December 2021;27;30;33;38;49;5;R61,768,163.12;Roll
2021;Tuesday;28 December 2021;2;13;16;49;50;18;R55,097,090.88;Roll
2021;Friday;24 December 2021;6;10;11;29;41;16;R50,405,662.92;Roll
2021;Tuesday;21 December 2021;13;35;46;47;50;5;R44,516,155.75;Roll
2021;Friday;17 December 2021;19;28;34;38;48;4;R39,304,036.02;Roll
2021;Tuesday;14 December 2021;5;19;30;37;43;16;R34,403,703.90;Roll
2021;Friday;10 December 2021;23;24;27;48;49;3;R30,075,775.37;Roll
2021;Tuesday;7 December 2021;4;7;17;19;23;14;R25,274,665.13;Roll
2021;Friday;3 December 2021;9;19;20;30;31;10;R21,030,316.26;Roll
2021;Tuesday;30 November 2021;2;17;22;31;35;4;R16,328,801.64;Roll
2021;Friday;26 November 2021;5;7;11;19;38;14;R12,416,160.91;Roll
2021;Tuesday;23 November 2021;3;18;21;24;28;1;R7,889,695.82;Roll
2021;Friday;19 November 2021;4;16;39;40;50;9;R4,227,495.88;Roll
2021;Tuesday;16 November 2021;8;9;36;42;50;4;R100,000,000;Won
2021;Friday;12 November 2021;2;24;27;41;49;17;R83,837,299.12;Roll
2021;Tuesday;9 November 2021;13;15;32;43;44;3;R77,097,254.51;Roll
2021;Friday;5 November 2021;9;15;38;40;42;2;R71,083,031.26;Roll
2021;Tuesday;2 November 2021;11;24;25;26;38;20;R64,787,198.50;Roll
2021;Friday;29 October 2021;29;42;45;47;49;8;R60,000,000;Roll
2021;Tuesday;26 October 2021;8;15;19;27;49;4;R52,156,862.14;Roll
2021;Friday;22 October 2021;3;8;17;40;47;13;R46,762,111.46;Roll
2021;Tuesday;19 October 2021;15;19;21;24;41;2;R41,558,342.12;Roll
2021;Friday;15 October 2021;15;30;44;45;48;15;R37,362,741.08;Roll
2021;Tuesday;12 October 2021;23;30;32;36;39;12;R32,001,967.68;Roll
2021;Friday;8 October 2021;4;14;18;24;38;9;R27,321,999.54;Roll
2021;Tuesday;5 October 2021;2;13;20;42;47;3;R22,270,823.80;Roll
2021;Friday;1 October 2021;24;25;38;40;49;2;R17,575,482.07;Roll
2021;Tuesday;28 September 2021;13;15;20;28;29;15;R12,443,949.70;Roll
2021;Friday;24 September 2021;14;17;24;31;43;15;R8,075,875.67;Roll
2021;Tuesday;21 September 2021;18;26;41;44;47;4;R3,958,418.83;Roll
2021;Friday;17 September 2021;8;10;17;26;39;14;R86,547,728.32;Won
2021;Tuesday;14 September 2021;16;18;23;31;35;10;R79,338,336.69;Roll
2021;Friday;10 September 2021;8;12;17;28;43;13;R72,915,117.50;Roll
2021;Tuesday;7 September 2021;2;11;13;19;40;2;R66,280,966.45;Roll
2021;Friday;3 September 2021;2;9;18;42;43;8;R60,000,000;Roll
2021;Tuesday;31 August 2021;9;10;35;42;48;20;R51,785,956.74;Roll
2021;Friday;27 August 2021;6;10;11;45;47;13;R45,844,881.32;Roll
2021;Tuesday;24 August 2021;21;23;34;35;41;9;R39,847,241.57;Roll
2021;Friday;20 August 2021;6;21;33;37;50;18;R35,159,232.56;Roll
2021;Tuesday;17 August 2021;10;18;23;30;48;1;R30,029,577.22;Roll
2021;Friday;13 August 2021;5;23;41;42;50;2;R25,238,766.67;Roll
2021;Tuesday;10 August 2021;1;4;12;13;33;6;R19,864,680.62;Roll
2021;Friday;6 August 2021;7;13;18;20;25;6;R15,601,539.08;Roll
2021;Tuesday;3 August 2021;8;16;18;30;34;4;R10,414,763.04;Roll
2021;Friday;30 July 2021;4;12;27;35;50;1;R5,463,174.72;Roll
2021;Tuesday;27 July 2021;5;12;15;28;29;14;R158,035,647.82;Won
2021;Friday;23 July 2021;21;45;47;48;49;18;R148,159,783.15;Roll
2021;Tuesday;20 July 2021;7;32;33;40;42;6;R137,361,124.54;Roll
2021;Friday;16 July 2021;20;22;25;41;45;5;R129,127,994.39;Roll
2021;Tuesday;13 July 2021;2;28;29;38;42;2;R121,555,453.58;Roll
2021;Friday;9 July 2021;3;12;29;31;38;15;R115,159,575.35;Roll
2021;Tuesday;6 July 2021;1;16;18;26;39;8;R105,560,883.58;Roll
2021;Friday;2 July 2021;20;30;34;38;43;7;R97,514,489.54;Roll
2021;Tuesday;29 June 2021;6;35;41;43;45;4;R89,144,685.55;Roll
2021;Friday;25 June 2021;4;16;34;36;46;6;R82,148,925.26;Roll
2021;Tuesday;22 June 2021;3;11;24;33;41;16;R75,000,000;Roll
2021;Friday;18 June 2021;3;8;19;28;49;11;R66,396,398.24;Roll
2021;Tuesday;15 June 2021;13;23;24;27;44;10;R60,708,343.84;Roll
2021;Friday;11 June 2021;9;12;27;37;48;7;R55,368,808.41;Roll
2021;Tuesday;8 June 2021;1;3;17;28;50;7;R49,963,904.30;Roll
2021;Friday;4 June 2021;17;34;37;39;44;10;R45,049,637.80;Roll
2021;Tuesday;1 June 2021;3;5;23;37;42;11;R39,634,655.23;Roll
2021;Friday;28 May 2021;31;33;36;38;44;4;R34,608,236.98;Roll
2021;Tuesday;25 May 2021;3;4;8;25;44;15;R29,279,194.62;Roll
2021;Friday;21 May 2021;19;21;24;45;50;5;R24,582,069.50;Roll
2021;Tuesday;18 May 2021;4;11;30;35;45;12;R19,896,006.41;Roll
2021;Friday;14 May 2021;3;16;28;31;48;11;R15,727,030.83;Roll
2021;Tuesday;11 May 2021;4;10;17;29;38;20;R10,873,180.61;Roll
2021;Friday;7 May 2021;4;7;19;20;49;19;R6,007,980.50;Roll
2021;Tuesday;4 May 2021;3;9;17;25;39;13;R112,706,600.72;Won
2021;Friday;30 April 2021;6;12;22;38;45;4;R105,001,770.89;Roll
2021;Tuesday;27 April 2021;1;8;22;29;49;18;R96,486,994.87;Roll
2021;Friday;23 April 2021;5;14;19;30;35;12;R90,353,823.71;Roll
2021;Tuesday;20 April 2021;3;5;12;32;49;19;R83,423,379.32;Roll
2021;Friday;16 April 2021;2;5;12;25;49;20;R77,486,741.22;Roll
2021;Tuesday;13 April 2021;6;8;22;31;42;15;R71,123,084.04;Roll
2021;Friday;9 April 2021;18;31;39;45;46;17;R65,662,602.14;Roll
2021;Tuesday;6 April 2021;3;13;21;42;45;8;R59,521,781.67;Roll
2021;Friday;2 April 2021;4;8;15;25;26;17;R54,899,302.44;Roll
2021;Tuesday;30 March 2021;7;16;24;25;38;9;R50,000,000;Roll
2021;Friday;26 March 2021;5;25;27;42;47;15;R33,325,996.51;Roll
2021;Tuesday;23 March 2021;7;9;10;18;34;16;R27,875,789.98;Roll
2021;Friday;19 March 2021;5;16;27;32;46;18;R24,062,975.03;Roll
2021;Tuesday;16 March 2021;11;20;21;32;36;18;R19,172,204.61;Roll
2021;Friday;12 March 2021;7;15;29;34;39;2;R14,691,307.89;Roll
2021;Tuesday;9 March 2021;28;30;36;37;41;7;R10,031,371.47;Roll
2021;Friday;5 March 2021;6;15;39;40;48;17;R5,922,879.09;Roll
2021;Tuesday;2 March 2021;1;11;21;32;42;11;R51,578,671.60;Won
2021;Friday;26 February 2021;1;3;7;41;44;11;R45,598,658.86;Roll
2021;Tuesday;23 February 2021;8;13;25;32;42;16;R39,537,288.68;Roll
2021;Friday;19 February 2021;3;17;20;25;47;3;R34,983,642.34;Roll
2021;Tuesday;16 February 2021;5;18;31;36;45;8;R29,887,306.49;Roll
2021;Friday;12 February 2021;3;15;35;39;41;5;R25,153,145.58;Roll
2021;Tuesday;9 February 2021;4;7;15;30;32;10;R20,130,253.64;Roll
2021;Friday;5 February 2021;8;16;19;20;50;18;R15,513,358.84;Roll
2021;Tuesday;2 February 2021;6;13;22;34;49;10;R10,291,251.18;Roll
2021;Friday;29 January 2021;2;11;16;22;47;19;R5,457,085.27;Roll
2021;Tuesday;26 January 2021;4;8;12;15;19;17;R13,456,151.40;Won
2021;Friday;22 January 2021;11;14;36;37;44;19;R8,561,701.01;Roll
2021;Tuesday;19 January 2021;13;16;28;42;45;11;R3,888,745.88;Roll
2021;Friday;15 January 2021;24;31;40;45;48;20;R60,421,872.97;Won
2021;Tuesday;12 January 2021;11;13;28;36;37;15;R54,906,108.36;Roll
2021;Friday;8 January 2021;11;16;28;32;41;6;R50,000,000;Roll
2021;Tuesday;5 January 2021;4;17;42;46;48;14;R41,353,226.88;Roll
2021;Friday;1 January 2021;1;7;24;30;44;1;R36,464,365.74;Roll
2020;Tuesday;29 December 2020;15;17;24;28;30;19;R32,792,589.38;Roll
2020;Tuesday;22 December 2020;9;12;15;27;42;14;R26,660,860.12;Roll
2020;Friday;18 December 2020;20;22;24;28;47;14;R22,153,804.62;Roll
2020;Tuesday;15 December 2020;3;7;13;34;50;6;R17,516,394.86;Roll
2020;Friday;11 December 2020;13;18;25;36;49;19;R13,372,509.47;Roll
2020;Tuesday;8 December 2020;6;16;35;37;40;2;R8,993,014.25;Roll
2020;Friday;4 December 2020;13;15;24;30;50;9;R4,702,791.46;Roll
2020;Tuesday;1 December 2020;5;6;7;8;9;10;R113,769,364.20;Won
2020;Friday;27 November 2020;13;29;34;36;49;18;R107,005,263.15;Roll
2020;Tuesday;24 November 2020;13;15;30;43;47;18;R100,000,000;Roll
2020;Friday;20 November 2020;7;10;13;22;50;12;R85,984,620.44;Roll
2020;Tuesday;17 November 2020;11;12;36;37;38;12;R80,657,668.57;Roll
2020;Friday;13 November 2020;1;11;16;19;24;19;R75,641,014.88;Roll
2020;Tuesday;10 November 2020;6;23;30;35;36;14;R69,637,278.90;Roll
2020;Friday;6 November 2020;6;9;33;40;44;11;R64,613,781.37;Roll
2020;Tuesday;3 November 2020;1;2;25;36;39;12;R58,808,202.85;Roll
2020;Friday;30 October 2020;4;27;36;46;49;16;R53,352,433.13;Roll
2020;Tuesday;27 October 2020;19;25;41;45;46;12;R47,222,686.15;Roll
2020;Friday;23 October 2020;3;6;36;41;43;17;R41,535,110.87;Roll
2020;Tuesday;20 October 2020;15;20;29;32;45;4;R35,211,812.09;Roll
2020;Friday;16 October 2020;1;7;18;37;48;13;R29,942,011.34;Roll
2020;Tuesday;13 October 2020;13;15;20;27;28;7;R23,957,288.86;Roll
2020;Friday;9 October 2020;8;21;38;41;50;4;R18,817,065.61;Roll
2020;Tuesday;6 October 2020;6;21;25;29;33;9;R12,398,968.55;Roll
2020;Friday;2 October 2020;8;10;23;41;50;9;R6,433,386.04;Roll
2020;Tuesday;29 September 2020;7;12;16;28;38;13;R121,730,295.90;Won
2020;Friday;25 September 2020;2;17;18;27;37;4;R114,503,214.67;Roll
2020;Tuesday;22 September 2020;3;10;28;31;41;7;R106,905,906.90;Roll
2020;Friday;18 September 2020;8;19;24;29;44;8;R100,688,939.36;Roll
2020;Tuesday;15 September 2020;3;18;32;40;46;7;R93,460,060.62;Roll
2020;Friday;11 September 2020;1;4;10;12;49;18;R87,788,003.37;Roll
2020;Tuesday;8 September 2020;12;13;14;36;50;6;R80,910,023.52;Roll
2020;Friday;4 September 2020;2;3;11;12;43;13;R75,010,833.70;Roll
2020;Tuesday;1 September 2020;16;21;22;36;39;5;R68,371,685.86;Roll
2020;Friday;28 August 2020;8;10;17;44;45;12;R62,604,836.97;Roll
2020;Tuesday;25 August 2020;7;20;32;34;48;1;R56,073,369.19;Roll
2020;Friday;21 August 2020;13;32;33;40;41;1;R50,632,902.33;Roll
2020;Tuesday;18 August 2020;6;22;30;39;49;2;R44,861,970.61;Roll
2020;Friday;14 August 2020;10;11;16;25;30;1;R39,962,089.88;Roll
2020;Tuesday;11 August 2020;27;29;39;40;42;6;R34,146,334.73;Roll
2020;Friday;7 August 2020;11;30;42;45;48;12;R29,591,792.38;Roll
2020;Tuesday;4 August 2020;4;28;34;38;47;16;R23,967,506.31;Roll
2020;Friday;31 July 2020;6;18;30;46;48;11;R18,661,639.48;Roll
2020;Tuesday;28 July 2020;3;28;30;38;40;8;R13,229,291.14;Roll
2020;Friday;24 July 2020;4;6;11;27;34;10;R8,760,752.79;Roll
2020;Tuesday;21 July 2020;17;20;22;32;41;3;R3,928,437.04;Roll
2020;Friday;17 July 2020;12;15;24;30;38;6;R31,437,679.10;Won
2020;Tuesday;14 July 2020;20;21;28;48;49;3;R26,468,816.15;Roll
2020;Friday;10 July 2020;11;16;44;46;50;1;R22,045,917.75;Roll
2020;Tuesday;7 July 2020;2;7;13;20;45;18;R14,152,306.45;Roll
2020;Friday;3 July 2020;2;7;15;25;41;1;R7,232,687;Roll
2020;Tuesday;30 June 2020;2;11;27;36;39;3;R77,474,036.40;Won
2020;Friday;26 June 2020;11;20;21;34;50;7;R70,472,726.93;Roll
2020;Tuesday;23 June 2020;2;7;16;36;47;18;R63,527,507.04;Roll
2020;Friday;19 June 2020;21;28;29;33;48;7;R57,844,583.11;Roll
2020;Tuesday;16 June 2020;4;26;27;29;41;15;R52,197,282.63;Roll
2020;Friday;12 June 2020;9;27;38;43;48;15;R46,976,853.54;Roll
2020;Tuesday;9 June 2020;5;37;43;49;50;3;R41,082,668.72;Roll
2020;Friday;5 June 2020;14;23;28;40;48;3;R35,914,665.42;Roll
2020;Tuesday;2 June 2020;5;15;29;41;46;14;R30,872,007.27;Roll
2020;Friday;29 May 2020;4;27;30;34;45;20;R26,938,676.60;Roll
2020;Tuesday;26 May 2020;15;25;34;39;42;4;R23,662,984.71;Roll
2020;Friday;22 May 2020;9;10;24;41;45;15;R20,642,429.79;Roll
2020;Tuesday;19 May 2020;9;15;19;36;44;10;R17,435,467.50;Roll
2020;Friday;15 May 2020;5;7;13;19;47;4;R14,772,885.74;Roll
2020;Tuesday;12 May 2020;6;22;34;44;45;11;R11,805,095.96;Roll
2020;Friday;8 May 2020;12;21;30;35;45;18;R9,088,381.70;Roll
2020;Tuesday;5 May 2020;6;22;41;46;49;3;R6,012,002.14;Roll
2020;Friday;1 May 2020;12;20;43;48;49;6;R3,226,164.30;Roll
2020;Tuesday;28 April 2020;6;12;32;36;45;4;R135,366,753;Won
2020;Friday;24 April 2020;10;12;22;42;50;18;R131,289,990.76;Roll
2020;Tuesday;21 April 2020;8;13;21;46;50;13;R123,616,406.49;Roll
2020;Friday;17 April 2020;16;19;20;23;25;10;R117,170,214.61;Roll
2020;Tuesday;14 April 2020;6;11;25;31;46;9;R110,401,243.70;Roll
2020;Friday;10 April 2020;7;14;22;24;41;16;R104,603,905.93;Roll
2020;Tuesday;7 April 2020;4;13;32;34;42;9;R98,845,530.35;Roll
2020;Friday;3 April 2020;9;10;29;32;45;9;R92,834,854.21;Roll
2020;Tuesday;31 March 2020;14;20;28;43;49;5;R86,964,111.29;Roll
2020;Friday;27 March 2020;3;8;18;38;45;3;R81,745,764.63;Roll
2020;Tuesday;24 March 2020;4;12;41;45;46;5;R77,090,002.56;Roll
2020;Friday;20 March 2020;4;9;16;21;36;14;R71,756,708.34;Roll
2020;Tuesday;17 March 2020;16;29;34;38;49;14;R65,291,063.17;Roll
2020;Friday;13 March 2020;5;6;12;22;50;11;R59,612,516.01;Roll
2020;Tuesday;10 March 2020;6;8;24;25;50;10;R53,201,812.21;Roll
2020;Friday;6 March 2020;6;23;26;28;47;6;R47,477,402.16;Roll
2020;Tuesday;3 March 2020;11;17;18;27;44;8;R40,997,296.95;Roll
2020;Friday;28 February 2020;1;31;37;49;50;2;R35,520,863.60;Roll
2020;Tuesday;25 February 2020;4;10;17;26;31;11;R29,378,132;Roll
2020;Friday;21 February 2020;4;18;30;34;36;20;R24,597,108.65;Roll
2020;Tuesday;18 February 2020;14;17;20;36;49;2;R19,808,330.61;Roll
2020;Friday;14 February 2020;2;19;40;49;50;6;R15,379,750.61;Roll
2020;Tuesday;11 February 2020;9;22;40;43;46;1;R10,172,064.52;Roll
2020;Friday;7 February 2020;2;4;29;38;47;1;R5,419,504.33;Roll
2020;Tuesday;4 February 2020;3;15;23;37;45;18;R114,580,902.70;Won
2020;Friday;31 January 2020;11;14;18;29;34;15;R104,849,660.79;Roll
2020;Tuesday;28 January 2020;14;18;31;36;49;9;R94,384,333.57;Roll
2020;Friday;24 January 2020;5;11;26;48;49;12;R87,062,323.65;Roll
2020;Tuesday;21 January 2020;14;18;32;42;49;17;R80,348,245.30;Roll
2020;Friday;17 January 2020;7;8;18;26;31;16;R74,907,826.11;Roll
2020;Tuesday;14 January 2020;9;10;11;32;43;15;R68,822,298.67;Roll
2020;Friday;10 January 2020;23;25;28;30;40;13;R63,994,603;Roll
2020;Tuesday;7 January 2020;4;8;18;35;49;10;R59,101,162.80;Roll
2020;Friday;3 January 2020;8;9;18;43;50;12;R54,561,400.19;Roll
2019;Tuesday;31 December 2019;22;31;44;49;50;8;R50,000,000;Roll
2019;Friday;27 December 2019;4;13;34;36;38;4;R37,060,519.32;Roll
2019;Tuesday;24 December 2019;14;18;29;41;46;6;R33,268,218.90;Roll
2019;Friday;20 December 2019;8;10;22;36;40;20;R28,863,254.66;Roll
2019;Tuesday;17 December 2019;15;27;33;38;48;1;R24,358,627.31;Roll
2019;Friday;13 December 2019;1;9;13;25;34;10;R20,624,733.32;Roll
2019;Tuesday;10 December 2019;18;21;24;40;50;17;R16,309,678.93;Roll
2019;Friday;6 December 2019;12;19;33;34;49;8;R12,761,342.55;Roll
2019;Tuesday;3 December 2019;5;6;15;23;45;6;R8,788,760.55;Roll
2019;Friday;29 November 2019;6;11;21;25;49;12;R4,755,895.38;Roll
2019;Tuesday;26 November 2019;2;8;11;13;32;3;R114,242,816.50;Won
2019;Friday;22 November 2019;5;17;18;20;26;7;R106,634,699.35;Roll
2019;Tuesday;19 November 2019;3;4;16;43;44;10;R100,000,000;Roll
2019;Friday;15 November 2019;13;15;31;37;49;13;R88,795,916.38;Roll
2019;Tuesday;12 November 2019;3;5;10;11;25;10;R82,998,648.49;Roll
2019;Friday;8 November 2019;5;18;27;37;45;12;R77,767,538.61;Roll
2019;Tuesday;5 November 2019;4;7;18;27;37;8;R71,390,621.40;Roll
2019;Friday;1 November 2019;13;25;29;43;47;12;R66,217,898.71;Roll
2019;Tuesday;29 October 2019;8;29;38;41;50;2;R60,192,825.90;Roll
2019;Friday;25 October 2019;2;21;29;37;49;9;R59,797,737.33;Roll
2019;Tuesday;22 October 2019;3;22;31;35;48;16;R50,000,000;Roll
2019;Friday;18 October 2019;15;21;31;34;44;2;R45,454,038.55;Roll
2019;Tuesday;15 October 2019;10;34;36;39;50;6;R41,109,639.27;Roll
2019;Friday;11 October 2019;15;16;17;26;43;10;R37,052,831.99;Roll
2019;Tuesday;8 October 2019;4;15;36;37;50;17;R33,000,000;Roll
2019;Friday;4 October 2019;4;5;23;29;31;17;R28,584,743.43;Roll
2019;Tuesday;1 October 2019;3;9;29;32;50;7;R24,000,000;Roll
2019;Friday;27 September 2019;14;16;18;22;39;15;R19,766,485.06;Roll
2019;Tuesday;24 September 2019;6;34;35;36;46;12;R15,000,000;Roll
2019;Friday;20 September 2019;9;16;22;29;35;6;R12,102,330.37;Roll
2019;Tuesday;17 September 2019;13;21;23;35;49;8;R8,057,575.77;Roll
2019;Friday;13 September 2019;8;9;10;11;42;9;R4,452,165.51;Roll
2019;Tuesday;10 September 2019;10;15;24;28;50;5;R21,939,453.20;Won
2019;Friday;6 September 2019;2;20;25;40;49;20;R17,639,051.12;Roll
2019;Tuesday;3 September 2019;6;11;16;31;34;19;R12,636,624.62;Roll
2019;Friday;30 August 2019;8;14;36;40;47;2;R6,845,079.07;Roll
2019;Tuesday;27 August 2019;4;5;9;10;11;13;R5,490,367.70;Won
2019;Friday;23 August 2019;8;9;15;20;24;14;R141,343,180.95;Won
2019;Tuesday;20 August 2019;11;19;20;39;41;9;R130,000,000;Roll
2019;Friday;16 August 2019;3;10;14;31;41;9;R119,848,160.80;Roll
