Year;Day;Date;Number_1;Number_2;Number_3;Number_4;Number_5;Bonus_Ball;Jackpot;Outcome
2016;Friday;1 April 2016;11;15;31;37;43;11;R10,967,240.97;Roll
2016;Tuesday;29 March 2016;4;28;37;40;45;14;R7,291,180.17;Roll
2016;Friday;25 March 2016;1;7;12;21;33;2;R4,710,153.27;Roll
2016;Tuesday;22 March 2016;11;13;23;42;43;4;R2,344,820.39;Roll
2016;Friday;18 March 2016;14;17;26;32;33;14;R5,667,711.30;Won
2016;Tuesday;15 March 2016;4;7;32;41;44;11;R2,725,461.12;Roll
2016;Friday;11 March 2016;1;2;3;13;34;11;R32,759,712.30;Won
2016;Tuesday;8 March 2016;2;6;15;26;39;12;R28,563,953.31;Roll
2016;Friday;4 March 2016;1;6;30;40;43;6;R24,800,207.26;Roll
2016;Tuesday;1 March 2016;4;8;15;17;27;1;R20,773,891.61;Roll
2016;Friday;26 February 2016;5;12;35;36;38;17;R16,867,641.15;Roll
2016;Tuesday;23 February 2016;3;15;16;23;24;3;R13,115,996.83;Roll
2016;Friday;19 February 2016;12;14;15;23;41;18;R10,366,672.59;Roll
2016;Tuesday;16 February 2016;5;9;11;14;42;7;R7,456,447.78;Roll
2016;Friday;12 February 2016;9;32;40;42;44;19;R5,228,464.51;Roll
2016;Tuesday;9 February 2016;14;21;41;42;43;4;R2,509,905.50;Roll
2016;Friday;5 February 2016;6;15;16;31;40;9;R12,903,143.60;Won
2016;Tuesday;2 February 2016;7;8;32;35;44;9;R9,619,140.22;Roll
2016;Friday;29 January 2016;5;14;20;24;28;5;R6,466,443.36;Roll
2016;Tuesday;26 January 2016;3;12;16;27;37;12;R2,974,591.15;Roll
2016;Friday;22 January 2016;1;5;15;23;43;11;R42,096,153.40;Won
2016;Tuesday;19 January 2016;1;4;9;35;39;5;R36,781,384.86;Roll
2016;Friday;15 January 2016;4;9;19;31;32;1;R32,259,459.81;Roll
2016;Tuesday;12 January 2016;10;16;27;29;36;13;R27,546,371.48;Roll
2016;Friday;8 January 2016;15;17;38;39;43;11;R24,033,784.71;Roll
2016;Tuesday;5 January 2016;24;29;38;39;45;18;R20,444,132.30;Roll
2016;Friday;1 January 2016;13;17;24;34;40;18;R16,762,455.16;Roll
2015;Tuesday;29 December 2015;5;7;14;25;30;3;R14,453,929.46;Roll
2015;Tuesday;22 December 2015;3;8;16;38;43;9;R10,474,423.27;Roll
2015;Friday;18 December 2015;3;35;40;43;45;5;R6,900,567.99;Roll
2015;Tuesday;15 December 2015;4;11;18;20;42;12;R3,334,449.12;Roll
2015;Friday;11 December 2015;1;3;5;11;38;13;R3,309,235.40;Won
2015;Tuesday;8 December 2015;7;10;12;24;26;7;R61,261,924.29;Won
2015;Friday;4 December 2015;7;18;34;35;41;1;R55,677,786.60;Roll
2015;Tuesday;1 December 2015;4;10;18;23;34;1;R50,000,000;Roll
2015;Friday;27 November 2015;1;19;28;42;44;18;R10,441,436.61;Roll
2015;Tuesday;24 November 2015;30;33;34;44;45;8;R7,132,540.86;Roll
2015;Friday;20 November 2015;10;16;29;37;41;7;R4,814,805.68;Roll
2015;Tuesday;17 November 2015;17;29;35;38;40;13;R2,264,233.31;Roll
2015;Friday;13 November 2015;2;11;16;31;45;20;R31,637,127.20;Won
2015;Tuesday;10 November 2015;6;21;22;28;43;2;R27,472,009.85;Roll
2015;Friday;6 November 2015;19;24;30;40;42;10;R24,079,057.01;Roll
2015;Tuesday;3 November 2015;1;7;10;37;45;3;R20,356,185.11;Roll
2015;Friday;30 October 2015;3;6;18;40;44;12;R16,975,594.44;Roll
2015;Tuesday;27 October 2015;5;13;18;27;41;3;R13,817,155.18;Roll
2015;Friday;23 October 2015;1;5;27;33;37;10;R11,334,386.26;Roll
2015;Tuesday;20 October 2015;13;14;17;35;44;6;R8,769,220.73;Roll
2015;Friday;16 October 2015;28;34;41;42;45;8;R6,628,346.09;Roll
2015;Tuesday;13 October 2015;7;11;14;23;34;3;R4,254,287.06;Roll
2015;Friday;9 October 2015;14;17;32;41;43;5;R2,223,216.91;Roll
2015;Tuesday;6 October 2015;24;35;38;42;44;9;R11,598,777.30;Won
2015;Friday;2 October 2015;6;9;14;32;43;1;R9,271,329.03;Roll
2015;Tuesday;29 September 2015;10;11;12;24;35;19;R6,585,599.67;Roll
2015;Friday;25 September 2015;14;20;21;26;32;12;R4,279,366.61;Roll
2015;Tuesday;22 September 2015;2;21;22;25;31;19;R1,993,391;Roll
2015;Friday;18 September 2015;5;17;25;40;45;6;R14,990,489.70;Won
2015;Tuesday;15 September 2015;5;19;21;42;43;17;R12,343,647.86;Roll
2015;Friday;11 September 2015;2;6;22;23;41;9;R9,910,360.77;Roll
2015;Tuesday;8 September 2015;1;12;13;14;23;20;R7,363,008.65;Roll
2015;Friday;4 September 2015;1;25;29;43;44;13;R4,985,563.05;Roll
2015;Tuesday;1 September 2015;23;30;31;44;45;7;R2,444,180.98;Roll
2015;Friday;28 August 2015;10;16;18;20;31;17;R9,311,509.80;Roll
2015;Tuesday;25 August 2015;2;11;19;20;31;10;R6,660,696.98;Roll
2015;Friday;21 August 2015;8;14;23;26;45;1;R3,000,000;Roll
2015;Tuesday;18 August 2015;6;20;30;40;43;13;R2,083,281.22;Roll
2015;Friday;14 August 2015;2;17;26;32;43;11;R14,473,549.10;Won
2015;Tuesday;11 August 2015;11;14;20;24;44;16;R11,000,000;Roll
2015;Friday;7 August 2015;9;10;19;28;45;12;R9,744,885.02;Roll
2015;Tuesday;4 August 2015;4;7;8;26;36;13;R6,000,000;Roll
2015;Friday;31 July 2015;4;9;28;35;38;14;R4,785,480.23;Roll
2015;Tuesday;28 July 2015;6;21;23;36;43;18;R1,000,000;Roll
2015;Friday;24 July 2015;12;34;35;38;39;3;R20,814,582.80;Won
2015;Tuesday;21 July 2015;4;18;19;21;29;17;R18,000,000;Roll
2015;Friday;17 July 2015;8;23;24;42;44;4;R13,000,000;Roll
2015;Tuesday;14 July 2015;8;12;15;25;36;10;R11,000,000;Roll
2015;Friday;10 July 2015;10;11;14;19;34;14;R8,000,000;Roll
2015;Tuesday;7 July 2015;11;16;20;22;38;5;R8,780,371;Roll
2015;Friday;3 July 2015;2;9;19;24;26;14;R5,000,000;Roll
2015;Tuesday;30 June 2015;12;15;25;39;44;19;R3,000,000;Roll
2015;Friday;26 June 2015;11;12;24;27;32;20;R2,000,000;Roll
2015;Tuesday;23 June 2015;4;11;19;24;42;6;R24,007,350.80;Won
2015;Friday;19 June 2015;1;22;29;34;35;15;R21,000,000;Roll
2015;Tuesday;16 June 2015;10;13;15;22;30;1;R19,766,206;Roll
2015;Friday;12 June 2015;21;26;28;30;44;10;R18,174,405.99;Roll
2015;Tuesday;9 June 2015;2;8;16;18;30;12;R16,279,301.88;Roll
2015;Friday;5 June 2015;5;9;21;25;35;4;R14,609,077.11;Roll
2015;Tuesday;2 June 2015;6;8;11;19;22;17;R12,500,000;Roll
2015;Friday;29 May 2015;4;12;17;25;29;5;R12,520,572;Roll
2015;Tuesday;26 May 2015;12;13;20;31;36;19;R9,906,982;Roll
2015;Friday;22 May 2015;9;31;32;40;41;10;R7,338,342;Roll
2015;Tuesday;19 May 2015;3;21;25;26;36;1;R4,826,424;Roll
2015;Friday;15 May 2015;8;26;40;44;45;7;R2,585,051;Roll
2015;Tuesday;12 May 2015;18;21;24;28;41;15;R21,904,212;Roll
2015;Friday;8 May 2015;2;22;37;38;43;15;R19,116,039;Roll
2015;Tuesday;5 May 2015;4;8;18;22;38;15;R15,988,177;Roll
2015;Friday;1 May 2015;4;8;20;35;45;16;R13,064,172;Roll
2015;Tuesday;28 April 2015;11;27;37;39;44;3;R10,357,712;Roll
2015;Friday;24 April 2015;4;13;20;31;38;1;R7,916,094;Roll
2015;Tuesday;21 April 2015;7;9;22;28;35;15;R5,066,208;Roll
2015;Friday;17 April 2015;5;6;26;31;41;16;R2,706,432;Roll
2015;Tuesday;14 April 2015;20;22;23;29;33;19;R51,844,047;Won
2015;Friday;10 April 2015;12;13;17;22;28;18;R47,400,260;Roll
2015;Tuesday;7 April 2015;5;16;22;24;40;7;R42,853,921;Roll
2015;Tuesday;31 March 2015;5;6;20;26;27;15;R38,252,123;Roll
2015;Friday;27 March 2015;8;23;33;35;40;17;R34,365,981;Roll
2015;Tuesday;24 March 2015;5;17;21;25;36;16;R30,350,080;Roll
2015;Friday;20 March 2015;11;17;27;34;42;9;R27,277,723;Roll
2015;Tuesday;17 March 2015;12;15;26;34;41;16;R23,928,534;Roll
2015;Friday;13 March 2015;18;19;20;22;43;6;R21,126,851;Roll
2015;Tuesday;10 March 2015;24;26;27;31;33;18;R18,012,143;Roll
2015;Friday;6 March 2015;10;21;23;25;45;9;R15,345,863;Roll
2015;Tuesday;3 March 2015;1;27;30;33;38;9;R12,330,006;Roll
2015;Friday;27 February 2015;4;9;27;31;41;11;R9,559,878;Roll
2015;Tuesday;24 February 2015;13;14;18;25;39;20;R6,640,176;Roll
2015;Friday;20 February 2015;2;11;12;19;40;12;R4,483,459;Roll
2015;Tuesday;17 February 2015;1;5;9;18;40;17;R2,101,752;Roll
2015;Friday;13 February 2015;6;11;20;27;37;20;R7,098,882;Won
2015;Tuesday;10 February 2015;10;20;27;31;33;6;R4,578,369;Roll
2015;Friday;6 February 2015;17;23;36;38;42;2;R2,408,381;Roll
2015;Tuesday;3 February 2015;11;12;25;41;42;20;R5,214,968;Won
2015;Friday;30 January 2015;4;23;25;43;45;17;R2,679,905;Roll
2015;Tuesday;27 January 2015;12;26;28;31;35;13;R6,963,402;Won
2015;Friday;23 January 2015;1;8;11;29;34;13;R4,648,732;Roll
2015;Tuesday;20 January 2015;3;4;23;31;35;5;R2,112,332;Roll
2015;Friday;16 January 2015;5;7;14;29;42;4;R9,633,526;Won
2015;Tuesday;13 January 2015;3;9;15;18;35;17;R6,972,329;Roll
2015;Friday;9 January 2015;2;13;15;17;31;5;R4,710,307;Roll
2015;Tuesday;6 January 2015;2;9;14;18;20;20;R2,259,813;Roll
2015;Friday;2 January 2015;1;14;21;41;43;16;R8,728,070;Won
2014;Tuesday;30 December 2014;8;15;25;31;40;13;R6,411,165;Roll
2014;Friday;26 December 2014;10;12;13;30;45;11;R3,973,317;Roll
2014;Tuesday;23 December 2014;2;25;31;32;36;3;R2,474,670;Roll
2014;Friday;19 December 2014;7;9;10;29;45;7;R2,714,602;Won
2014;Tuesday;16 December 2014;9;10;11;15;34;2;R37,061,177;Won
2014;Friday;12 December 2014;26;33;34;36;38;2;R34,036,702;Roll
2014;Tuesday;9 December 2014;13;22;35;36;43;15;R30,589,322;Roll
2014;Friday;5 December 2014;14;20;26;28;39;12;R27,544,591;Roll
2014;Tuesday;2 December 2014;19;25;26;40;43;12;R24,369,278;Roll
2014;Friday;28 November 2014;21;28;33;40;43;10;R21,291,754;Roll
2014;Tuesday;25 November 2014;8;19;24;37;40;7;R17,950,780;Roll
2014;Friday;21 November 2014;7;10;12;32;40;14;R15,247,139;Roll
2014;Tuesday;18 November 2014;15;18;22;24;41;1;R12,605,206;Roll
2014;Friday;14 November 2014;3;14;27;29;45;19;R10,154,753;Roll
2014;Tuesday;11 November 2014;3;4;18;22;40;7;R7,419,220;Roll
2014;Friday;7 November 2014;8;14;33;41;44;9;R5,083,577;Roll
2014;Tuesday;4 November 2014;12;17;19;24;36;11;R2,446,938;Roll
2014;Friday;31 October 2014;4;16;21;35;36;6;R7,643,015;Won
2014;Tuesday;28 October 2014;9;10;17;23;33;18;R4,879,836;Roll
2014;Friday;24 October 2014;7;21;31;37;44;10;R2,511,801;Roll
2014;Tuesday;21 October 2014;26;28;30;31;32;18;R18,020,773;Won
2014;Friday;17 October 2014;6;17;22;27;35;7;R15,537,954;Roll
2014;Tuesday;14 October 2014;7;21;38;39;43;5;R12,630,004;Roll
2014;Friday;10 October 2014;4;9;14;17;26;2;R10,234,836;Roll
2014;Tuesday;7 October 2014;6;11;20;36;45;12;R7,577,958;Roll
2014;Friday;3 October 2014;20;34;38;42;43;13;R5,147,524;Roll
2014;Tuesday;30 September 2014;18;27;37;39;41;6;R2,463,046;Roll
2014;Friday;26 September 2014;1;3;6;34;37;1;R24,613,777;Won
2014;Tuesday;23 September 2014;7;10;21;22;34;3;R21,227,399;Roll
2014;Friday;19 September 2014;9;13;25;28;34;3;R18,568,981;Roll
2014;Tuesday;16 September 2014;7;12;28;43;44;8;R15,628,950;Roll
2014;Friday;12 September 2014;3;21;26;27;36;18;R13,091,365;Roll
2014;Tuesday;9 September 2014;2;4;18;19;29;6;R10,422,711;Roll
2014;Friday;5 September 2014;1;8;24;33;43;11;R7,961,271;Roll
2014;Tuesday;2 September 2014;11;21;36;39;44;2;R5,210,903;Roll
2014;Friday;29 August 2014;15;23;30;41;43;13;R2,641,026;Roll
2014;Tuesday;26 August 2014;4;12;28;29;36;3;R9,884,843;Won
2014;Friday;22 August 2014;5;8;21;34;35;7;R7,332,011;Roll
2014;Tuesday;19 August 2014;6;18;22;26;35;5;R4,816,761;Roll
2014;Friday;15 August 2014;19;31;40;41;43;13;R2,563,780;Roll
2014;Tuesday;12 August 2014;10;17;26;29;31;4;R27,720,442;Won
2014;Friday;8 August 2014;10;23;35;37;39;12;R24,845,463;Roll
2014;Tuesday;5 August 2014;14;32;35;37;40;3;R21,589,344;Roll
2014;Friday;1 August 2014;7;14;15;35;39;4;R18,661,752;Roll
2014;Tuesday;29 July 2014;1;9;23;29;42;13;R15,447,008;Roll
2014;Friday;25 July 2014;9;13;28;40;45;12;R12,778,219;Roll
2014;Tuesday;22 July 2014;9;21;27;39;43;3;R9,867,076;Roll
2014;Friday;18 July 2014;14;17;19;22;35;17;R7,549,451;Roll
2014;Tuesday;15 July 2014;22;24;29;36;43;13;R4,943,211;Roll
2014;Friday;11 July 2014;6;13;27;33;35;15;R2,549,730;Roll
2014;Tuesday;8 July 2014;12;19;27;37;43;9;R5,321,558;Won
2014;Friday;4 July 2014;4;19;25;31;36;3;R2,868,927;Roll
2014;Tuesday;1 July 2014;1;10;19;21;31;11;R51,255,734;Won
2014;Friday;27 June 2014;11;12;14;30;32;2;R46,893,695;Roll
2014;Tuesday;24 June 2014;4;5;6;12;30;16;R42,600,444;Roll
2014;Friday;20 June 2014;25;27;36;37;39;4;R39,358,985;Roll
2014;Tuesday;17 June 2014;2;3;7;19;25;11;R35,730,066;Roll
2014;Friday;13 June 2014;12;18;21;27;34;10;R33,482,419;Roll
2014;Tuesday;10 June 2014;11;15;24;28;35;13;R30,055,651;Roll
2014;Friday;6 June 2014;4;10;16;29;42;11;R27,084,423;Roll
2014;Tuesday;3 June 2014;23;28;30;41;43;12;R23,779,202;Roll
2014;Friday;30 May 2014;1;3;35;40;43;17;R20,793,408;Roll
2014;Tuesday;27 May 2014;4;11;24;26;31;10;R17,646,294;Roll
2014;Friday;23 May 2014;12;22;40;42;43;12;R14,945,402;Roll
2014;Tuesday;20 May 2014;3;8;21;35;45;7;R12,145,900;Roll
2014;Friday;16 May 2014;8;22;25;34;37;5;R9,830,996;Roll
2014;Tuesday;13 May 2014;1;4;20;24;38;20;R7,188,685;Roll
2014;Friday;9 May 2014;1;5;22;26;34;16;R4,945,586;Roll
2014;Tuesday;6 May 2014;4;15;26;37;40;20;R2,417,505;Roll
2014;Friday;2 May 2014;11;14;24;36;41;11;R33,488,192;Won
2014;Tuesday;29 April 2014;12;20;31;40;44;14;R29,947,380;Roll
2014;Friday;25 April 2014;13;15;28;29;30;7;R27,138,366;Roll
2014;Tuesday;22 April 2014;3;22;28;30;42;11;R23,850,229;Roll
2014;Tuesday;15 April 2014;2;6;10;11;37;14;R20,838,085;Roll
2014;Friday;11 April 2014;17;23;33;41;42;18;R18,182,292;Roll
2014;Tuesday;8 April 2014;1;2;10;33;45;18;R15,289,005;Roll
2014;Friday;4 April 2014;3;16;22;24;44;15;R12,725,011;Roll
2014;Tuesday;1 April 2014;14;17;24;27;34;4;R9,830,737;Roll
2014;Friday;28 March 2014;2;3;7;35;41;16;R7,145,945;Roll
2014;Tuesday;25 March 2014;2;17;19;29;34;3;R4,327,892;Roll
2014;Friday;21 March 2014;7;8;14;18;38;14;R2,064,011;Roll
2014;Tuesday;18 March 2014;1;13;17;32;35;13;R18,126,492;Won
2014;Friday;14 March 2014;3;15;29;34;44;7;R15,646,352;Roll
2014;Tuesday;11 March 2014;9;19;21;25;37;16;R12,662,863;Roll
2014;Friday;7 March 2014;16;18;22;37;38;3;R10,227,327;Roll
2014;Tuesday;4 March 2014;2;7;26;28;30;4;R7,488,176;Roll
2014;Friday;28 February 2014;11;14;32;42;45;18;R4,963,906;Roll
2014;Tuesday;25 February 2014;4;7;12;27;44;17;R2,224,363;Roll
2014;Friday;21 February 2014;2;8;19;38;44;11;R14,748,360;Won
2014;Tuesday;18 February 2014;2;26;36;42;43;3;R12,166,857;Roll
2014;Friday;14 February 2014;6;9;18;21;24;8;R9,886,597;Roll
2014;Tuesday;11 February 2014;3;7;10;13;40;5;R7,266,302;Roll
2014;Friday;7 February 2014;7;13;20;21;36;9;R5,011,934;Roll
2014;Tuesday;4 February 2014;4;20;21;29;40;10;R2,424,345;Roll
2014;Friday;31 January 2014;10;20;25;26;42;14;R5,046,852;Won
2014;Tuesday;28 January 2014;1;8;22;40;43;13;R2,341,205;Roll
2014;Friday;24 January 2014;10;15;20;33;38;7;R24,931,230;Won
2014;Tuesday;21 January 2014;1;6;9;15;39;9;R21,876,465;Roll
2014;Friday;17 January 2014;10;16;23;26;33;1;R19,447,762;Roll
2014;Tuesday;14 January 2014;31;34;37;42;43;8;R16,770,428;Roll
2014;Friday;10 January 2014;4;7;24;36;39;7;R14,521,796;Roll
2014;Tuesday;7 January 2014;28;37;39;43;44;18;R11,900,280;Roll
2014;Friday;3 January 2014;10;11;19;23;28;3;R9,469,170;Roll
2013;Tuesday;31 December 2013;6;14;20;31;34;12;R7,086,859;Roll
2013;Friday;27 December 2013;4;16;19;34;39;16;R4,664,748;Roll
2013;Tuesday;24 December 2013;1;16;23;41;44;9;R2,531,635;Roll
2013;Friday;20 December 2013;10;12;16;28;37;10;R60,432,313;Won
2013;Tuesday;17 December 2013;2;7;11;26;33;6;R55,778,785;Roll
2013;Friday;13 December 2013;1;11;18;30;41;15;R52,450,242;Roll
2013;Tuesday;10 December 2013;1;16;21;31;37;18;R48,338,684;Roll
2013;Friday;6 December 2013;13;15;21;28;31;19;R45,368,394;Roll
2013;Tuesday;3 December 2013;12;17;26;27;30;1;R41,894,657;Roll
2013;Friday;29 November 2013;11;12;17;18;27;13;R38,591,105;Roll
2013;Tuesday;26 November 2013;5;16;19;33;34;2;R35,237,640;Roll
2013;Friday;22 November 2013;11;15;16;20;31;9;R32,361,843;Roll
2013;Tuesday;19 November 2013;13;19;20;24;26;4;R29,380,291;Roll
2013;Friday;15 November 2013;3;31;35;37;45;4;R26,893,298;Roll
2013;Tuesday;12 November 2013;2;15;22;33;35;16;R24,057,349;Roll
2013;Friday;8 November 2013;11;20;22;30;43;6;R21,660,148;Roll
2013;Tuesday;5 November 2013;12;26;32;42;43;10;R18,897,375;Roll
2013;Friday;1 November 2013;6;15;16;37;44;6;R16,385,059;Roll
2013;Tuesday;29 October 2013;6;16;35;36;43;18;R13,547,927;Roll
2013;Friday;25 October 2013;8;24;27;28;35;12;R11,124,781;Roll
2013;Tuesday;22 October 2013;9;15;19;24;30;20;R8,524,171;Roll
2013;Friday;18 October 2013;1;17;19;20;34;1;R6,511,626;Roll
2013;Tuesday;15 October 2013;27;32;35;41;45;5;R4,269,146;Roll
2013;Friday;11 October 2013;16;18;20;29;36;14;R2,212,825;Roll
2013;Tuesday;8 October 2013;31;39;42;43;45;10;R18,138,966;Won
2013;Friday;4 October 2013;3;7;11;24;28;12;R15,774,365;Roll
2013;Tuesday;1 October 2013;1;19;24;35;37;7;R13,145,900;Roll
2013;Friday;27 September 2013;6;13;21;28;31;3;R10,628,730;Roll
2013;Tuesday;24 September 2013;6;23;25;26;43;2;R8,093,286;Roll
2013;Friday;20 September 2013;15;22;29;30;38;13;R6,458,720;Roll
2013;Tuesday;17 September 2013;11;18;22;27;29;11;R4,269,191;Roll
2013;Friday;13 September 2013;8;19;27;30;40;18;R2,295,473;Roll
2013;Tuesday;10 September 2013;6;13;16;22;32;1;R14,183,993;Won
2013;Friday;6 September 2013;15;16;24;29;40;10;R11,939,425;Roll
2013;Tuesday;3 September 2013;17;28;32;33;36;14;R9,440,151;Roll
2013;Friday;30 August 2013;9;13;17;38;41;1;R7,041,428;Roll
2013;Tuesday;27 August 2013;4;23;24;35;43;20;R4,512,048;Roll
2013;Friday;23 August 2013;3;10;22;25;27;3;R2,317,653;Won
2013;Tuesday;20 August 2013;10;18;35;41;43;16;R10,949,027;Won
2013;Friday;16 August 2013;13;15;18;21;45;9;R8,792,932;Roll
2013;Tuesday;13 August 2013;12;15;32;42;44;16;R6,388,947;Roll
2013;Friday;9 August 2013;10;22;23;31;45;16;R4,276,061;Roll
2013;Tuesday;6 August 2013;10;12;25;37;41;3;R2,295,626;Roll
2013;Friday;2 August 2013;1;2;13;29;34;18;R9,622,749;Won
2013;Tuesday;30 July 2013;3;4;5;20;44;9;R6,888,759;Roll
2013;Friday;26 July 2013;1;5;8;21;30;16;R4,586,087;Roll
2013;Tuesday;23 July 2013;6;8;12;19;36;6;R2,006,940;Roll
2013;Friday;19 July 2013;6;12;28;33;42;16;R14,673,753;Won
2013;Tuesday;16 July 2013;5;7;8;31;37;18;R12,178,447;Roll
2013;Friday;12 July 2013;7;15;30;33;43;12;R9,873,132;Roll
2013;Tuesday;9 July 2013;1;6;26;30;37;10;R7,423,504;Roll
2013;Friday;5 July 2013;6;25;26;42;44;12;R5,108,748;Roll
2013;Tuesday;2 July 2013;7;12;13;18;20;1;R2,497,900;Roll
2013;Friday;28 June 2013;3;9;27;32;41;1;R24,487,675;Won
2013;Tuesday;25 June 2013;2;6;18;30;34;12;R21,490,298;Roll
2013;Friday;21 June 2013;7;26;35;36;42;18;R18,886,697;Roll
2013;Tuesday;18 June 2013;1;5;13;14;16;3;R16,290,097;Roll
2013;Friday;14 June 2013;15;23;31;32;35;9;R14,260,075;Roll
2013;Tuesday;11 June 2013;6;17;22;34;36;20;R11,649,564;Roll
2013;Friday;7 June 2013;14;15;19;35;38;4;R9,229,705;Roll
2013;Tuesday;4 June 2013;17;25;28;34;40;12;R7,827,980;Roll
2013;Friday;31 May 2013;3;7;19;34;44;2;R5,234,869;Roll
2013;Tuesday;28 May 2013;25;26;29;31;34;14;R2,427,646;Roll
2013;Friday;24 May 2013;3;10;15;30;38;3;R37,785,470;Won
2013;Tuesday;21 May 2013;10;11;17;37;44;18;R34,482,383;Roll
2013;Friday;17 May 2013;13;19;20;22;43;2;R31,576,300;Roll
2013;Tuesday;14 May 2013;1;13;19;29;37;1;R28,512,806;Roll
2013;Friday;10 May 2013;2;4;16;18;26;5;R25,722,477;Roll
2013;Tuesday;7 May 2013;4;5;21;37;38;6;R22,883,706;Roll
2013;Friday;3 May 2013;10;19;21;27;40;3;R20,234,573;Roll
2013;Tuesday;30 April 2013;12;24;28;31;32;2;R17,267,735;Roll
2013;Friday;26 April 2013;13;16;30;43;44;9;R14,537,276;Roll
2013;Tuesday;23 April 2013;8;12;15;21;26;17;R11,699,021;Roll
2013;Friday;19 April 2013;10;13;26;28;39;2;R9,445,018;Roll
2013;Tuesday;16 April 2013;8;12;29;32;44;19;R7,026,935;Roll
2013;Friday;12 April 2013;5;12;36;37;40;7;R4,733,719;Roll
2013;Tuesday;9 April 2013;8;9;20;38;39;19;R2,277,603;Roll
2013;Friday;5 April 2013;4;9;17;22;23;6;R33,936,857;Won
2013;Tuesday;2 April 2013;4;6;8;11;13;13;R30,727,426;Roll
2013;Tuesday;26 March 2013;1;18;31;37;40;13;R27,327,933;Roll
2013;Friday;22 March 2013;1;5;7;9;14;15;R24,634,254;Roll
2013;Tuesday;19 March 2013;5;7;11;25;35;18;R21,987,237;Roll
2013;Friday;15 March 2013;22;23;29;35;38;7;R19,583,348;Roll
2013;Tuesday;12 March 2013;1;6;26;35;42;6;R16,913,996;Roll
2013;Friday;8 March 2013;8;19;24;34;37;15;R14,558,115;Roll
2013;Tuesday;5 March 2013;9;12;22;26;38;4;R11,860,587;Roll
2013;Friday;1 March 2013;13;30;33;35;45;3;R9,337,820;Roll
2013;Tuesday;26 February 2013;1;7;14;21;32;7;R6,628,018;Roll
2013;Friday;22 February 2013;4;16;28;32;42;19;R4,337,006;Roll
2013;Tuesday;19 February 2013;1;5;6;31;42;20;R1,999,075;Roll
2013;Friday;15 February 2013;3;13;26;28;34;3;R20,237,049;Won
2013;Tuesday;12 February 2013;2;20;38;39;45;5;R17,492,542;Roll
2013;Friday;8 February 2013;22;25;36;38;44;3;R15,064,048;Roll
2013;Tuesday;5 February 2013;5;18;22;28;29;20;R12,293,728;Roll
2013;Friday;1 February 2013;23;27;32;43;44;20;R9,792,751;Roll
2013;Tuesday;29 January 2013;9;21;29;37;38;14;R6,970,532;Roll
2013;Friday;25 January 2013;7;15;20;23;25;12;R4,607,267;Roll
2013;Tuesday;22 January 2013;3;10;11;28;31;16;R2,042,547;Roll
2013;Friday;18 January 2013;13;19;29;35;39;11;R38,997,922;Won
2013;Tuesday;15 January 2013;12;17;22;36;37;2;R35,816,713;Roll
2013;Friday;11 January 2013;1;4;14;20;33;4;R32,886,372;Roll
2013;Tuesday;8 January 2013;8;11;12;23;24;16;R29,865,464;Roll
2013;Friday;4 January 2013;10;18;21;38;44;4;R27,074,540;Roll
2013;Tuesday;1 January 2013;1;4;13;21;30;18;R23,991,973;Roll
2012;Friday;28 December 2012;1;12;14;32;36;16;R22,260,024;Roll
2012;Friday;21 December 2012;13;14;19;23;37;3;R18,627,388;Roll
2012;Tuesday;18 December 2012;13;34;36;37;39;16;R15,594,971;Roll
2012;Friday;14 December 2012;5;13;20;29;35;14;R13,229,967;Roll
2012;Tuesday;11 December 2012;11;16;25;28;33;1;R10,465,960;Roll
2012;Friday;7 December 2012;4;17;33;42;45;10;R8,018,201;Roll
2012;Tuesday;4 December 2012;5;11;20;34;45;20;R5,361,273;Roll
2012;Friday;30 November 2012;6;25;33;42;44;14;R2,781,938;Roll
2012;Tuesday;27 November 2012;9;17;30;34;44;18;R21,419,053;Won
2012;Friday;23 November 2012;5;33;34;37;42;5;R18,575,466;Roll
2012;Tuesday;20 November 2012;3;17;26;28;33;1;R15,626,564;Roll
2012;Friday;16 November 2012;1;4;6;14;15;12;R13,200,190;Roll
2012;Tuesday;13 November 2012;5;7;13;18;19;8;R10,405,168;Roll
2012;Friday;9 November 2012;7;14;17;27;40;16;R8,073,621;Roll
2012;Tuesday;6 November 2012;9;17;18;37;41;9;R5,374,926;Roll
2012;Friday;2 November 2012;4;11;25;26;41;12;R2,857,986;Roll
2012;Tuesday;30 October 2012;5;16;20;41;42;20;R7,893,131;Won
2012;Friday;26 October 2012;1;8;12;19;34;18;R5,270,904;Roll
2012;Tuesday;23 October 2012;8;23;24;31;42;6;R2,301,953;Roll
2012;Friday;19 October 2012;14;17;23;35;39;3;R44,941,661;Won
2012;Tuesday;16 October 2012;7;9;11;29;41;8;R41,080,485;Roll
2012;Friday;12 October 2012;5;10;17;35;41;16;R37,419,930;Roll
2012;Tuesday;9 October 2012;3;5;6;22;26;17;R33,606,907;Roll
2012;Friday;5 October 2012;1;9;11;39;40;18;R30,083,660;Roll
2012;Tuesday;2 October 2012;11;18;23;31;45;13;R26,432,919;Roll
2012;Friday;28 September 2012;1;6;7;40;41;17;R23,295,245;Roll
2012;Tuesday;25 September 2012;2;28;32;34;45;17;R19,708,960;Roll
2012;Friday;21 September 2012;13;16;24;39;43;4;R17,251,586;Roll
